Laurentia	Cardenas Basalts and Intrusions	9073	36.1	248.1	32.0	185.0	8.0	1	1	1	0	1	0	1	5	1091	1086	1096	Weil et al.	2003	Q4; also uncertainty about Colorado Plateau rotation
Laurentia	Chengwatana Volcanics	8163	45.4	267.3	30.9	186.1	8.2	1	1	1	0	1	1	1	6	1095	1093	1097	Kean et al. (age: Zartman et al., 1997)	1997	Q4
Laurentia	Nain Anorthosite	2180	56.5	298.2	11.7	206.7	2.2	1	1	1	0	0	1	1	5	1305	1290	1320	Murthy (age: Ryan et al., 1991)	1978	Q4, Q5
Laurentia	Mistastin Pluton	2271	55.6	296.3	−1.0	201.5	7.6	1	1	0	0	0	1	1	4	1425	1400	1450	Fahrig and Jones (age: Gower and Krogh, 2002)	1976	Q3, Q4, Q5
Laurentia	MEAN Rocky Mountain intrusions (3-study mean of Laramie anorthosite, Sherman granite, and Electra Lake gabbro)	MEAN	40.3	253.8	−11.9	217.4	9.7	1	1	1	0	0	1	1	5	1430	1415	1445	LULEÅ WORKING GROUP (Harlan et al., 1994, Harlan and Geissman, 1998)	2009	Q4, Q5
Laurentia	Tobacco Root Dykes—A, dual-polarity	9291	47.4	247.6	8.7	216.1	10.5	0	1	1	0	1	1	0	4	1448	1399	1497	Harlan et al.	2008	Q1, Q4
Laurentia	Dubawnt Group	2737	64.1	265.6	7.0	277.0	8.0	1	1	0	C	1	1	0	6	1785	1750	1820	Park et al. (age: Rainbird and Davis, 2007)	1973	Q3; also, age constraints somewhat lax
Laurentia−Greenland	NE−SW Trending Dyke Swarm	6609	61.2	314.6	33.4	230.8	5.7	1	1	1	0	1	0	1	5	1160	1155	1165	Piper (age: Upton et al., 2003)	Piper, 1992a, Piper, 1992b	Q4
Laurentia−Greenland	Giant Gabbro Dykes	2131	60.9	313.7	42.3	226.1	9.4	1	1	1	0	1	0	1	5	1163	1161	1165	Piper (age: Buchan et al., 2001)	1977	Q4
Laurentia−Greenland	Hviddal Giant Dyke	2132	60.9	313.7	33.2	215.3	9.6	1	1	1	0	1	0	1	5	1184	1179	1189	Piper (age: Upton et al., 2003)	1977	Q4
Laurentia−Greenland	Narssaq Gabbro	2133	60.9	313.8	31.6	225.4	9.7	1	0	1	0	1	0	1	4	1184	1179	1189	Piper (age: Upton et al., 2003)	1977	Q2, Q4
Laurentia−Greenland	Kungnat Ring Dyke	2107	61.2	311.7	3.4	198.7	3.2	1	0	1	0	1	0	1	4	1275	1273	1277	Piper and Stearn (age: Upton et al., 2003)	1977	Q2, Q4
Laurentia−Greenland	North Qoroq Intr.	6607	61.2	314.6	13.2	202.6	8.3	1	1	1	0	0	1	1	5	1275	1274	1276	Piper (age: Upton et al., 2003)	1992b	Q4, Q5
Laurentia−Greenland	West Gardar Lamprophyre Dykes	2108	61.2	311.7	3.2	206.4	7.2	1	1	1	0	1	0	1	5	1295	1273	1316	Piper and Stearn (age: Upton et al., 2003)	1977	Q4
Laurentia−Greenland	West Gardar Dolerite Dykes	2106	61.2	311.7	8.7	201.7	6.6	1	1	1	0	1	0	1	5	1295	1273	1316	Piper and Stearn (age: Upton et al., 2003)	1977	Q4
Laurentia−Greenland	Victoria Fjord dolerite dykes	489	81.5	315.3	10.3	231.7	4.3	1	1	1	C	1	0	1	6	1382	1380	1384	Abrahamsen and Van der Voo	1987	Individually not as strong as the MEAN A-pole
Laurentia−Greenland	Midsommersoe Dolerite	99	81.6	333.4	6.9	242.0	5.1	1	1	1	0	1	0	1	5	1382	1380	1384	Marcussen and Abrahamsen (age: Upton et al., 2005)	1983	Individually not as strong as the MEAN A-pole
