"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","LMA","HMA","Isoage","Met","Age references","Age","B","N","P","R%","D","I","alfa95","k","s","S","lambda","Theta","Plat","Plon","dp","dm","A95","1","2","3","4","5","6","AV","Authors","Title","Journal","Year","Vol","Pages","Comments","Recalculation","DOI"
"5533","s","Katav & Zilmerdak groups","RU","5","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","41","90","N","0","45.0","27.0","7.0","10.0","25.6","22.4","14.3","75.7","38.0","177.0","4.1","7.6","5.6","0","1","0","0","1","0","2","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"90601","i","Bamble intrusion, A3 -N","NO","A3","Baltica-Rest","58.9","9.5","965","1065","950-1080","d","Bingen et al. (1998a)","1015","5","28","N","0","305.4","-64.1","11.7","44.0","12.2","17.6","45.8","135.8","-23.9","227.9","14.9","18.7","16.7","0","1","1","0","0","1","3","Stearn, J.E.F., Piper, J.D.A.","Palaeomagnetism of the Sveconorwegian mobile belt of the Fennoscandian Shield","Prec. Res.","1984","23","201-246","Wide range of isotopic ages.","0","https://doi.org/10.1016/0301-9268(84)90045-7"
"10526","s","Zilmerdak formation","RU","","Baltica-Ural","54.2","57.6","930","1100","","d","GPMDB 4.6","1015","1","73*","N","0","39.7","54.3","8.5","4.8","37","45","34.8","55.2","41.6","232.8","7.5","5.4","6.4","0","1","0","0","1","0","2","Pavlov, V.E., Gallet, Y.","Variations in geomagnetic reversal frequency during the Earth's middle age","Geochem. Geophys. Geosyst.","2010","11","Q01Z10","","0","https://doi.org/10.1029/2009GC002583"
"13464","s","Mean Derevnya formation (D1-D3, D5)","RU","HT","Siberia-Turukhansk","65.7","88.4","990","1040","","a, corr.","APWP, Pavlov et al. (2019)","1015","4","61","N","0","238.2","16.2","10.3","80.6","9","7.4","8.3","81.7","-4.8","30.8","5.5","10.6","7.6","0","1","1","1","1","1","5","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Above Linok","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"5531","s","Katav & Zilmerdak groups","RU","3","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","15","45","N","0","51.0","18.0","20.0","4.0","40.5","33.5","9.2","80.8","30.0","175.0","10.8","20.8","15","0","0","0","0","1","0","1","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"5536","s","Katav & Zilmerdak groups","RU","8","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","44","134","N","0","13.0","46.0","8.0","9.0","27","29","27.4","62.6","63.0","212.0","6.5","10.2","8.1","0","0","0","0","1","0","1","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"5526","s","Katav group","RU","","Baltica-Ural","53.0","57.0","930","1000","","d","GPMDB 4.6","1015","57","83","N","0","68.0","0.0","11.0","10.0","25.6","20.3","0","90","13.0","165.0","5.5","11.0","7.8","0","1","0","0","1","0","2","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","","0",""
"907","i","Bamble intrusion","NO","B1","Baltica-Rest","58.9","9.5","965","1065","950-1080","e/f, d","Bingen et al. (1998a)","1015","6","37","N","0","225.3","-35.7","8.4","65.0","10","9.5","19.8","109.8","39.2","129.8","5.6","9.7","7.4","0","1","1","0","0","0","2","Stearn, J.E.F., Piper, J.D.A.","Palaeomagnetism of the Sveconorwegian mobile belt of the Fennoscandian Shield","Prec. Res.","1984","23","201-246","Authors suggest titanoferous hematite as major carrier of magnetization.","0","https://doi.org/10.1016/0301-9268(84)90045-7"
"5529","s","Katav & Zilmerdak groups","RU","1","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","15","45","N","0","57.0","42.0","17.0","6.0","33.1","33.7","24.2","65.8","38.0","158.0","12.8","20.9","16.4","0","0","0","0","1","0","1","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"5534","s","Katav & Zilmerdak groups","RU","6","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","22","46","N","0","43.0","30.0","8.0","25.0","16.2","14.5","16.1","73.9","39.0","178.0","4.9","8.9","6.6","0","1","0","0","1","0","2","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"90602","i","Bamble intrusion, A3 -R","NO","A3","Baltica-Rest","58.9","9.5","965","1065","950-1080","d","Bingen et al. (1998a)","1015","1","4*","R","100","127.1","64.4","14.3","42.0","12.5","18.1","46.2","43.8","-23.7","226.6","22.9","18.3","20.5","0","0","1","0","0","1","2","Stearn, J.E.F., Piper, J.D.A.","Palaeomagnetism of the Sveconorwegian mobile belt of the Fennoscandian Shield","Prec. Res.","1984","23","201-246","Wide range of isotopic ages.","0","https://doi.org/10.1016/0301-9268(84)90045-7"
"5527","s","Upper and Middle Katav group","RU","","Baltica-Ural","53.0","57.0","930","1000","","d","GPMDB 4.6","1015","50","123","R","100","225.0","27.0","12.0","9.0","27","23.6","14.3","75.7","13.0","193.0","7.1","13.1","9.6","0","0","0","0","1","0","1","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","","0",""
"5532","s","Katav & Zilmerdak groups","RU","4","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","43","113","N","0","53.0","20.0","11.0","5.0","36.2","30.3","10.3","79.7","30.0","172.0","6.0","11.5","8.3","0","0","0","0","1","0","1","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"2179","s","Groupe de Char formations","MR","S","West Africa","20.3","346.9","987","1051","1019 ± 32","a, e","Perrin et al. (1988)","1019","5","25","N","0","336.0","37.0","11.0","36.0","13.5","13","20.6","69.4","-67.0","82.0","7.6","12.9","9.9","0","1","1","0","1","0","3","Morris, W.A., Carmichael, C.M.","Paleomagnetism of some Late Precambrian and Lower Paleozoic sediments from L'Adrar de Mauritanie, West Africa","Can. J. Earth Sci.","1978","15","253-262","","0","https://doi.org/10.1139/e78-026"
"10614","s","Bessemer basal quartzite","US","","Laurentia-Superior","45.0","270.0","1070","1170","","a, corr.","APWP, N correlation","1020","1","5*","N","0","261.3","38.1","","","","","21.4","68.6","9.1","201.2","","","","0","0","0","0","1","0","1","Books, K.G.","Paleomagnetism of some Lake Superior Keweenawan rocks","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42","Could correlate with Shinumo quartzite in Arizona but is probably baked by overlying Powder Mill N lavas.","0",""
"5673","i","Ukraine intrusives","UA","1","Baltica-Ukraine","47.5","38.0","700","1340","~1020","d","GPMDB 4.6","1020","1","11*","N","0","55.0","-33.0","6.0","48.0","11.7","10.8","18","108","8.1","166.1","3.9","6.8","5.1","0","0","0","0","1","0","1","Mikhailova, N.P.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 7","Soviet Geophysical Committee: World Data Center-B (Moscow)","1989","","Catalogue","Included in  5678.","0",""
"8842","s","Nelkan formation","RU","loc. 1","Siberia-Aldan","57.6","136.3","1015","1025","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1020","1","12*","N","0","283.6","17.1","12.3","13.4","22.1","18.2","8.7","81.3","-14.6","219.5","6.6","12.7","9.2","0","0","1","0","1","0","2","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","","0",""
"5678","i","Ukraine intrusives (comb.)","UA","comb.","Baltica-Ukraine","47.5","38.0","700","1340","~1020","d","GPMDB 4.6","1020","5","46","M","40","39.0","-5.0","23.0","7.0","30.6","24.3","2.5","92.5","29.5","171.8","11.6","23.1","16.4","0","0","0","0","1","1","2","Mikhailova, N.P.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 7","Soviet Geophysical Committee: World Data Center-B (Moscow)","1989","","Catalogue","Combined  5673-5677.","0",""
"13463","s","Mean Linok formation, middle section Ln3 (L1-L3, L6)","RU","HT","Siberia-Turukhansk","65.7","88.4","995","1045","","a, corr.","APWP, Pavlov et al. (2019)","1020","4","442","N","0","211.0","53.6","5.1","322.6","4.5","5.4","34.1","55.9","12.5","62.6","5.0","7.1","6","0","1","1","1","1","1","5","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Age maybe close to Malgina","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"3571","s","Keweenawan sandstone dykes","CA","","Laurentia-Superior","47.0","275.5","970","1070","","a, s","APWP","1020","2","4*","N","0","242.5","65.5","25.5","13.7","21.9","32.4","47.7","42.3","19.0","237.0","33.6","41.4","37.3","1","0","0","0","1","0","2","Du Bois, P.M.","Palaeomagnetism and correlation of Keweenawan rocks","Geol. Surv. Can. Bull.","1962","71","75pp.","Anomalous Keweenawan direction.","0",""
"6817","s","Nelkan formation","RU","comb. R","Siberia-Aldan","57.6","136.3","1015","1025","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1020","1","18*","R","100","107.0","-12.0","9.0","13.0","22.5","18.1","6.1","96.1","-14.0","215.0","4.7","9.1","6.5","0","0","1","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","","0",""
"5676","i","Ukraine intrusives","UA","4","Baltica-Ukraine","47.5","38.0","700","1340","~1020","d","GPMDB 4.6","1020","1","13*","R","100","242.0","-13.0","9.0","18.0","19.1","15.4","6.6","96.6","23.6","144.9","4.7","9.2","6.6","0","0","0","0","1","0","1","Mikhailova, N.P.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 7","Soviet Geophysical Committee: World Data Center-B (Moscow)","1989","","Catalogue","Included in  5678.","0",""
"5674","i","Ukraine intrusives","UA","2","Baltica-Ukraine","47.5","38.0","700","1340","~1020","d","GPMDB 4.6","1020","1","9*","R","100","218.0","16.0","19.0","6.0","33.1","27.1","8.2","81.8","25.0","175.8","10.1","19.6","14.1","0","0","0","0","1","0","1","Mikhailova, N.P.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 7","Soviet Geophysical Committee: World Data Center-B (Moscow)","1989","","Catalogue","Included in  5678.","0",""
"8843","s","Nelkan formation","RU","loc. 2","Siberia-Aldan","58.9","134.9","1015","1025","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1020","1","4*","N","0","283.4","14.0","14.4","41.9","12.5","10.2","7.1","82.9","-13.0","217.1","7.5","14.7","10.5","0","0","1","0","1","0","2","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","","0",""
"2567","i","Guperas formation lavas","NA","","Sinclair","-25.6","16.5","1000","1150","1075 ± 75","s, a","GPMDB 4.6, APWP","1020","4","16","N","0","336.4","-19.9","3.1","87.1","8.7","7.2","10.3","100.3","62.9","316.6","1.7","3.3","2.4","0","0","1","0","1","0","2","Piper, J.D.A.","The palaeomagnetism of Precambrian igneous and sedimentary rocks of the Orange River Belt in South Africa and South West Africa","Geophys. JRAS","1975","40","313-344","","0","https://doi.org/10.1111/j.1365-246X.1975.tb04135.x"
"5677","i","Ukraine intrusives","UA","5","Baltica-Ukraine","47.5","38.0","700","1340","~1020","d","GPMDB 4.6","1020","1","11*","R","100","186.0","6.0","19.0","5.0","36.2","28.8","3","87","39.2","210.3","9.6","19.1","13.5","0","0","0","0","1","0","1","Mikhailova, N.P.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 7","Soviet Geophysical Committee: World Data Center-B (Moscow)","1989","","Catalogue","Included in  5678.","0",""
"5675","i","Ukraine intrusives","UA","3","Baltica-Ukraine","47.5","38.0","700","1340","~1020","d","GPMDB 4.6","1020","2","2","N","0","38.0","19.0","","","","","9.8","80.2","40.5","165.0","","","","0","0","0","0","1","0","1","Mikhailova, N.P.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 7","Soviet Geophysical Committee: World Data Center-B (Moscow)","1989","","Catalogue","Included in  5678.","0",""
"8844","s","Nelkan formation","RU","comb. N","Siberia-Aldan","58.3","135.6","1015","1025","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1020","2","16","N","0","283.5","15.6","","","","","7.9","82.1","-14.4","219.1","","","","0","0","1","0","1","0","2","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","Combined  8842-8843.","0",""
"10563","s","Lower Huaibei group (North Jiangsu)","CN","","North China","33.3","117.0","925","1121","","corr.","Fu et al. (2015)","1023","4","35","M","?","6.4","-11.2","5.3","62.2","10.3","8.3","5.7","95.7","50.6","287.0","2.7","5.4","3.8","0","1","0","0","1","1","3","Fu, X., Zhang, S., Li, H., Ding, J., Li, H., Yang, T., Wu, H., Yuan, H., Lv, J.","New paleomagnetic results from the Huaibei Group and Neoproterozoic mafic sills in the North China Craton and their paleogeographic implications","Prec. Res.","2015","269","90-106","D and I were recalculated according to the Mean pole in Fu et al. (2015).","1","https://doi.org/10.1016/j.precamres.2015.08.013"
"8811","s","Dongjia formation","CN","D","North China","34.0","112.5","617","683","650 ± 33","d","Xing et al. (1989)","1023","13","26*","M","77","7.4","10.7","8.4","12.2","23.2","18.6","5.4","84.6","60.8","277.4","4.3","8.5","6","0","1","1","0","1","1","4","Zhang, S., Li, Z.-X., Wu, H., Wang, H.","New paleomagnetic results from the Neoproterozoic successions in southern North China Block and paleogeographic implications","Science in China","2000","43","233-244","Correlated to the Lower Huabei group. Dongia is Luoguan tillite.","0","https://doi.org/10.1007/BF02911948"
"6819","s","Milkonskaya suite","RU","loc. 2","Siberia-Aldan","58.5","135.6","985","1065","1025 ± 40","j","Semikhatov et al. (2000)","1025","1","15*","R","100","122.0","19.0","16.0","16.0","20.3","16.8","9.8","80.2","-7.0","193.0","8.7","16.7","12.1","0","0","0","0","1","0","1","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Included in 6821.","0",""
"8847","s","Milkon formation","RU","comb.","Siberia-Aldan","58.1","135.5","985","1065","1025 ± 40","j","Semikhatov et al. (2000)","1025","2","33*","N","0","298.7","-18.5","5.1","25.0","16.2","13.4","9.5","99.5","-5.6","195.9","5.3","2.8","3.9","0","1","1","1","1","0","4","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","Combined  8845-8846.","0",""
"3625","m","Thanet gabbro","CA","","Laurentia-Grenville","45.0","282.5","800","1200","959-998, 980 ± 10, 1202 ± 10","a, c","APWP, Berger and York (1981)","1025","?","6","R","100","93.0","62.0","14.0","5.0","36.2","50.3","43.2","46.8","-28.0","157.0","18.0","22.0","19.9","1","0","0","0","0","0","1","Hood, P.J.","Paleomagnetic study of some Precambrian rocks","PhD thesis, University of Toronto","1958","","200pp.","","0",""
"6822","s","Milkonskaya suite","RU","","Siberia-Aldan","57.6","136.3","985","1065","1025 ± 40","j","Semikhatov et al. (2000)","1025","1","23*","R","100","118.0","17.0","8.0","13.0","22.5","18.5","8.7","81.3","-7.0","198.0","4.3","8.3","6","0","0","0","0","1","0","1","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","","0",""
"13461","s","Mean Linok formation, lower section (L1, L4-L6) -N","RU","HT","Siberia-Turukhansk","65.8","88.3","1000","1050","","a, corr.","APWP, Pavlov et al. (2019)","1025","4","59","N","0","186.4","61.8","14.7","39.9","12.8","17.7","43","47","18.9","83.4","17.6","22.8","20","0","1","1","1","1","1","5","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Linok lower section can be slightly older than Malgina.","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"8845","s","Milkon formation","RU","loc. 1","Siberia-Aldan","58.7","134.8","985","1065","1025 ± 40","j","Semikhatov et al. (2000)","1025","1","12*","N","0","299.1","-16.0","7.3","36.8","13.4","10.9","8.2","98.2","-7.4","195.5","3.9","7.5","5.4","0","0","1","1","1","0","3","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","Included in 8847.","0",""
"2181","m","Thanet gabbro","CA","A1","Laurentia-Grenville","44.9","282.2","1000","1050","959-998, 980 ± 10, 1202 ± 10","a, c","APWP, Berger and York (1981)","1025","5","26","R","100","90.9","61.7","3.1","593.0","3.3","4.6","42.9","47.1","-28.0","158.4","3.7","4.8","4.2","1","1","1","0","0","0","3","Buchan, K.L.","Magnetic overprinting in the Thanet gabbro complex, Ontario","Can. J. Earth Sci.","1978","15","1407-1421","Possible TRM, but considered late Grenvillian.","0","https://doi.org/10.1139/e78-148"
"6820","s","Milkonskaya suite","RU","loc. 3","Siberia-Aldan","58.5","135.3","985","1065","1025 ± 40","j","Semikhatov et al. (2000)","1025","1","12*","R","100","122.0","8.0","9.0","22.0","17.3","13.8","4","86","-12.0","195.0","4.6","9.1","6.5","0","0","0","0","1","0","1","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Included in 6821.","0",""
